"Time","Value","Units","Var","EPU","SOE 2018"
1998,-0.216230948736633,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
1998,-0.205306581554442,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
1998,0.590579078966053,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
1998,1.67246810856431,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
1998,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
1998,NA,"anomaly (r/s)","POLLOCK by EPU","MAB","N"
1998,0.162693331696419,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
1998,-0.0330608449689142,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
1998,-0.199036303413694,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
1998,0.270914478383623,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
1998,1.52120148000221,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
1998,-0.524462760456558,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
1998,1.26441419088296,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
1998,0.362589554793921,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
1998,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
1998,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
1998,-0.2976143363806,"anomaly (r/s)","SCUP by EPU","MAB","N"
1998,-0.148365973380681,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
1998,-0.0807894074291945,"anomaly (r/s)","RED HAKE by EPU","GB","N"
1998,0.248128386093418,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
1998,2.19056648463139,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
1998,-0.424320557518657,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
1998,-0.362549508767119,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
1999,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
1999,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
1999,2.86371538830264,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
1999,-0.153435876675968,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
1999,-0.320878015479921,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
1999,-0.311024173359196,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
1999,-0.330339304525074,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
1999,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
1999,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
1999,-0.160223492941825,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
1999,-0.383613350531708,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
1999,-0.580497556933107,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
1999,-0.385613619900524,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
1999,-0.316557845385016,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
1999,-0.328034713461016,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
1999,-0.328832461894957,"anomaly (r/s)","HADDOCK by EPU","GB","N"
1999,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
1999,-0.233604362917448,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
1999,1.54944005836098,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
1999,-0.351399944216569,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
1999,-0.389526341088146,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
1999,0.510651538948225,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
1999,-0.558199524892326,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
1999,-0.190083711746145,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
1999,-0.24823220618433,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
1999,0.313016684576108,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
1999,0.801586123417942,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
1999,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
1999,-0.493723262043585,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
1999,-0.363484906772604,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
1999,-0.205301242841507,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
1999,-0.443764633502242,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
1999,0.746465877635003,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
1999,-0.590657764580687,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
1999,-0.255595273616418,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
1999,-0.306657041662487,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
1999,NA,"anomaly (r/s)","ACADIAN REDFISH by EPU","MAB","N"
1999,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
1999,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
1999,-0.0236122568555137,"anomaly (r/s)","SCUP by EPU","MAB","N"
1999,-0.198678112304224,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
1999,-0.00157257318285077,"anomaly (r/s)","RED HAKE by EPU","GB","N"
1999,0.954486832488588,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
1999,-0.396473459136647,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
1999,-0.268904354792837,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
1999,-0.362549508767119,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2000,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2000,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2000,-0.306991309394486,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2000,-0.340843154925714,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2000,-0.198878832662871,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2000,-0.311024173359196,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2000,0.288083354416022,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2000,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2000,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2000,-0.703701826617652,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2000,-0.460432038733067,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2000,-0.658979189796677,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2000,-0.598875546103282,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2000,-0.338671436575844,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2000,-0.328946810893057,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2000,-0.288576953547151,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2000,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2000,-0.541103280291739,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2000,-0.0631320450239785,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2000,0.892584789514559,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2000,-0.389526341088146,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2000,-0.276440727322692,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2000,-0.663366691851561,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2000,-0.21644274924174,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2000,-0.360987534707053,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2000,-0.125677820075654,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2000,0.0356918769936574,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2000,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2000,-0.522793018380183,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2000,-0.537404125915042,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2000,-0.523415530561418,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2000,-0.312992844824955,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2000,0.0652772214377413,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2000,-0.679980339532249,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2000,0.901565672163233,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2000,-0.291568689668481,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2000,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2000,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2000,-0.345543512569025,"anomaly (r/s)","SCUP by EPU","MAB","N"
2000,-0.416200289620451,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2000,-0.239916085631385,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2000,0.286420071112353,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2000,-0.868639164237246,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2000,0.154496917753449,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2001,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2001,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2001,1.65186444195687,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2001,-0.158260181464546,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2001,-0.112849640551717,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2001,-0.311024173359196,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2001,-0.432183703177299,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2001,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2001,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2001,-0.307573854558278,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2001,-0.08678621492524,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2001,-0.638918128339991,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2001,-0.15226168292645,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2001,-0.125668880841687,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2001,-0.355515766966146,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2001,-0.383316483229503,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2001,0.428162155616477,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2001,-0.260636470536771,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2001,-0.349331160557377,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2001,-0.389526341088146,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2001,-0.276440727322692,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2001,-0.729219134187465,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2001,-0.180450283715097,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2001,-0.421689911511686,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2001,0.0842450144699299,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2001,1.61771593865681,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2001,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2001,-0.376261670591482,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2001,0.506707824010341,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2001,-0.581422470042771,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2001,-0.371320636678538,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2001,-0.603569105678066,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2001,0.0504738497614568,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2001,-0.0234589644235554,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2001,-0.324056366170729,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2001,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2001,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2001,0.467246579539556,"anomaly (r/s)","SCUP by EPU","MAB","N"
2001,-0.4510795763679,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2001,0.336585518061842,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2001,-0.359313601114523,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2001,-0.678114083815687,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2001,-0.291628800459019,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2001,-0.404221474953849,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2002,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2002,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2002,-0.466444100851176,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2002,-0.340841089902506,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2002,-0.330343036749547,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2002,-0.311024173359196,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2002,-0.469379323604993,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2002,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2002,-0.262454206435182,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2002,-0.512304688651354,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2002,-0.352312382469361,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2002,-0.603111780038563,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2002,-0.40944116226529,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2002,-0.0907333030512727,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2002,-0.250058612077789,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2002,-0.128267843058723,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2002,0.492596549400518,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2002,-0.260536781435601,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2002,0.877391860448553,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2002,-0.389526341088146,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2002,-0.276440727322692,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2002,-0.753288915899152,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2002,-0.216487181265268,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2002,0.392580765349793,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2002,0.355290059032976,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2002,0.310115638834487,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2002,1.93561166781499,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2002,NA,"anomaly (r/s)","POLLOCK by EPU","MAB","N"
2002,-0.558167151151036,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2002,0.0617056291632945,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2002,-0.504648518391282,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2002,-0.457524877652791,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2002,-0.290655786977581,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2002,-0.389053796660596,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2002,-0.367270750280435,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2002,-0.306657041662487,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2002,NA,"anomaly (r/s)","ACADIAN REDFISH by EPU","MAB","N"
2002,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2002,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2002,-0.465521747099994,"anomaly (r/s)","SCUP by EPU","MAB","N"
2002,-0.485311784237899,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2002,-0.256154627315789,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2002,-0.200706326999773,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2002,-0.0482813297983062,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2002,-0.38662785660877,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2002,-0.404221474953849,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2003,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2003,-0.566817414511766,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2003,1.45079377107452,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2003,3.55257193346932,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2003,5.57128976886678,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2003,-0.438510409752663,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2003,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2003,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2003,1.41827118847113,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2003,0.699263207019277,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2003,NA,"anomaly (r/s)","AMERICAN PLAICE by EPU","MAB","N"
2003,-0.0775468578585254,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2003,-0.512730295673345,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2003,-0.205161999010268,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2003,-0.275066431708553,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2003,0.903547871278683,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2003,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2003,-0.5496201828141,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2003,0.142686903280178,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2003,1.6189079316696,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2003,-0.389526341088146,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2003,-0.276440727322692,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2003,-0.526901024660283,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2003,-0.206492569500053,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2003,-0.104012353953589,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2003,0.529454491133251,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2003,-0.36234686275743,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2003,1.70047456924194,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2003,-0.255598192234993,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2003,0.179746677356186,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2003,0.897857007313899,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2003,0.760268770844358,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2003,-0.19235948616616,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2003,-0.568175139310309,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2003,-0.213898033804192,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2003,-0.324056366170729,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2003,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2003,0.626176668802633,"anomaly (r/s)","SCUP by EPU","MAB","N"
2003,-0.261109688172169,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2003,-0.199444323402693,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2003,1.87169232825596,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2003,-0.712709111079108,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2003,-0.363521495209487,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2003,-0.404221474953849,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2004,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2004,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2004,-0.370792745842015,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2004,0.101349120648277,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2004,-0.329274198710943,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2004,-0.163338323478337,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2004,-0.425057186376529,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2004,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2004,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2004,0.822653843690787,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2004,-0.279031650220199,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2004,0.966499862019586,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2004,0.791064626520907,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2004,0.775950920907496,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2004,-0.346696477883228,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2004,-0.350502042227762,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2004,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2004,-0.538234210242604,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2004,-0.560636659593009,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2004,-0.349021946565186,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2004,-0.389526341088146,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2004,-0.276440727322692,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2004,-0.639133711491213,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2004,-0.217870705356262,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2004,-0.0214215476737136,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2004,1.16588367245419,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2004,0.118176676633844,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2004,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2004,NA,"anomaly (r/s)","POLLOCK by EPU","MAB","N"
2004,1.91841828810084,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2004,0.357120949656029,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2004,-0.524850644200953,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2004,0.927786218486435,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2004,0.12866021044579,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2004,-0.819614463308398,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2004,0.471867464066463,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2004,-0.241125992343303,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2004,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2004,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2004,-0.463716616723328,"anomaly (r/s)","SCUP by EPU","MAB","N"
2004,0.23815538919488,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2004,0.302327154552381,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2004,-0.404926578119027,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2004,0.737129286745821,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2004,-0.324585307554941,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2004,-0.362549508767119,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2005,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2005,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2005,-0.446812101414197,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2005,3.1911256339489,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2005,0.238661500946088,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2005,0.204884524449436,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2005,-0.221011147550671,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2005,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2005,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2005,1.93646823448346,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2005,0.56844296524842,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2005,0.338290111307241,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2005,1.60646614945464,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2005,-0.127668036605014,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2005,-0.349159279170959,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2005,-0.362099028558859,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2005,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2005,-0.279225258413705,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2005,0.167279799988572,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2005,0.228268688741192,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2005,-0.276440727322692,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2005,-0.715745286088109,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2005,0.705565981015933,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2005,2.47124080755715,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2005,1.71588144935774,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2005,-0.475608562301467,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2005,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2005,NA,"anomaly (r/s)","POLLOCK by EPU","MAB","N"
2005,-0.588383071789937,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2005,0.421621863477073,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2005,1.41724447391286,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2005,-0.325870194143628,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2005,-0.380323647508716,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
